id,ingredient_name,category_id,description,created_at,updated_at,unit,calories
512,Lá Thyme Tươi,5,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,2
513,Lá Trà Xanh,5,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,20
514,Lá Tàu Hũ,10,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,25
515,Lá Tía Tô,1,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,25
516,Lá Ớt,1,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,5
517,Lê,12,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,35
518,Lòng Non,2,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,143
519,Lòng Trắng Trứng,9,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,143
520,Lòng Vịt,2,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,234
521,Lòng Đỏ Trứng,9,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,25
522,Lõi Sả,5,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,25
523,Lươn,3,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,85
524,Lạc Rang,10,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,580
525,Mè Rang,6,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,584
526,Mù Tạt,5,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,235
527,Muối Tôm,8,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,2
528,Muối Ớt Tắc,8,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,0
529,Màu Lá Cẩm,5,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,25
530,Màu Nước Dành Dành,5,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,25
531,Mì,6,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,136
532,Mì Spaghetti,6,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,362
533,Mì Tươi,6,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,136
534,Mì Ý,6,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,362
535,Mía,12,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,92
536,Mít Non,12,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,65
537,Măng Cụt,12,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,16
538,Măng Củ Tươi,1,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,15
539,Măng Le,1,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,143
540,Măng Luộc,1,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,143
541,Măng Lưỡi Lợn,1,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,143
542,Măng Trúc,1,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,143
543,Măng Tây,1,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,17
544,Măng Vàng,1,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,16
545,Măng Vầu,1,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,25
546,Mũi Lợn,2,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,364
547,Mực Lá Không Đầu,3,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,85
548,Mướp,1,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,15
549,Mạch Nha,5,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,245
550,Mầm Rau Muống,1,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,25
551,Mận,12,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,67
552,Mật Ong,5,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,30
553,Mắc Khén Rang,5,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,23
554,Mắm,8,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,68
555,Mắm Cá Lóc Ngon,8,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,250
556,Mắm Cá Sặc,8,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,25
557,Mắm Mặn Ớt Xắt,8,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,60
558,Mắm Tép Chua,8,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,80
559,Mọc,2,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,25
560,Mỡ,7,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,864
561,Mỡ Vịt,7,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,876
562,Mứt Cam,13,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,250
563,Mứt Dâu,13,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,250
564,Mứt Trái Cây,13,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,250
565,Nem Chua Chay,13,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,250
567,Ngò Tây,1,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,14
568,Nguyên Liệu Vịt Quay,13,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,250
569,Ngó Khoai Môn,1,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,64
570,Ngó Sen,1,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,25
571,Ngũ Cốc Hạt,6,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,350
572,Ngưu Bàng,1,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,25
573,Ngọc Kê,14,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,0
574,Ngọc Mực,3,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,85
575,Ngồng Cải,1,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,25
576,Nha Đam,1,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,25
577,Nho Khô,12,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,254
578,Nho,12,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,66
579,Nhãn Khô,12,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,245
580,Nhộng,2,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,206
581,Nấm Linh Chi,11,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,3
582,Nước Cam Vàng,12,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,52
583,Nước Dừa,12,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,35
584,Nước Soda,13,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,42
585,Nước,14,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,0
586,Nước Cam,12,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,47
587,Nước Chao,8,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,25
588,Nước Cốt Gừng,5,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,35
589,Nước Cốt Me,12,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,50
590,Nước Cốt Nghệ Tươi,5,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,35
591,Nước Cốt Riềng,5,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,25
592,Nước Cốt Thơm,12,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,35
593,Nước Cốt Tắc,12,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,25
594,Nước Củ Kiệu,8,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,25
595,Nước Dùng,13,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,0
596,Nước Dành Dành,5,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,28
598,Nước Dùng Chay,13,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,23
599,Nước Dùng Hầm Từ Xương,13,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,5
600,Nước Dảo Dừa,12,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,35
601,Nước Kim Chi,13,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,25
602,Nước Lá Cẩm,5,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,2
603,Nước Lá Dứa,5,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,25
604,Nước Mía,12,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,32
605,Nước Nghệ,5,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,35
606,Coca,13,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,140
607,Nước Riềng,5,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,35
608,Nước Sả,5,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,1
609,Nước Thơm,12,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,25
610,Nước Trà Xanh,5,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,2
611,Nước Táo,12,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,45
612,Nước Táu,12,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,25
613,Nước Ép Khế Chua,12,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,25
614,Nước Ấm,14,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,0
615,Nạc Cá Lóc,3,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,85
616,Nạc Dăm,2,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,257
617,Nấm Bạch Linh Đen,11,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,25
618,Nấm Các Loại,11,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,25
619,Nấm Hải Sản Trắng,11,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,25
620,Nấm Lộc Nhung,11,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,25
621,Nấm Mối,11,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,25
622,Nấm Mỡ,11,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,25
623,Nấm Nhật,11,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,25
624,Nấm Nút,11,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,25
625,Nấm Tràm Khô,11,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,6
626,Nấm Tuyết,11,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,25
627,Nấm Đông Cô,11,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,25
628,Nấm Đầu Khỉ,11,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,25
629,Nụ Đinh Hương,5,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,25
630,Phi Lê Cá Cam,3,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,85
632,Phèn Chua,5,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,25
633,Phô Mai Bào Sợi,4,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,350
634,Phô Mai Chedda,4,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,384
635,Phô Mai Mozzarella,4,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,324
636,Phở,6,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,130
637,Radish,1,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,15
638,Rau Cuốn,1,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,15
639,Rau Diếp Cá,1,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,25
640,Rau Dưa,1,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,15
641,Rau Dừa,1,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,15
642,Rau Ghém,1,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,15
643,Rau Lang,1,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,15
644,Rau Má,1,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,25
645,Rau Mầm,1,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,15
646,Rau Nêm,5,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,25
647,Rau Om,1,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,15
648,Rau Quế,5,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,15
649,Rau Rừng,1,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,25
650,Rau Sam,1,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,15
651,Rau Thì Là,5,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,15
652,Rau Tiến Vua Khô,1,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,25
653,Rau Tía Tô,1,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,25
654,Rau Tần Ô,1,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,15
655,Rau Xà Lách,1,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,15
656,Rau Ôm,1,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,15
657,Rau Ăn Lẩu,1,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,25
658,Rau Đay,1,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,25
659,Romanie,1,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,25
660,Rong Nho,3,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,25
661,Ruốc Khô,3,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,250
662,Ruốc Tươi,3,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,250
663,Râu Mực,3,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,85
664,Rượu Brandy,13,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,238
665,Rượu Mai Quế Lộ,13,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,350
666,Rượu Mirin,13,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,34
667,Rượu Ngũ Vị,13,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,342
668,Rượu Nếp,13,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,340
669,Rượu Rum,13,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,235
670,Rượu Sake,13,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,80
671,Rượu Vang Trắng,13,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,89
672,Rượu Vang Đỏ,13,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,89
673,Rễ Ngò,5,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,25
674,Rễ Thì Là,5,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,25
675,Sa Tế,8,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,250
676,Salad Nấm Linh Chi,13,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,25
677,Salad Romaine,13,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,19
678,Salad Roman,13,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,25
679,Salad Á,13,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,45
680,Siro Dâu,13,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,245
681,Socola,13,,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),,539
